0,1,2,3,4,5,6,7,8,9
1.0,-0.4622043530038887,-0.8217477372286256,-1.0162577758938716,-0.9334594426273752,0.27570863336173573,-0.8094278852861563,-0.6203755205491067,-0.3967349362305263,-0.46694005328455696
1.0,0.08290151786064826,2.5970980342973102,1.2890528688559322,-0.0734584206290257,0.7026123237282943,0.9415628330093846,1.4247185057847962,1.5224724183852065,1.2339536954441144
1.0,0.35545445329291697,0.6646136054706976,0.8279907399059713,0.35654209037014895,-0.15119505700482277,-0.031209788265916208,0.0049873149293598535,0.6026103692386107,0.019028438892256895
1.0,0.35545445329291697,0.8622198408889318,0.8279907399059713,0.7865426013693235,-0.15119505700482277,0.2606219981166744,0.150646048061227,0.6730124977953195,0.1591813708772805
1.0,-1.0073102238684257,-0.005003178450250115,-1.4773199048438321,-1.7934604646257248,-1.4319061281044985,-1.4903687201788667,-1.0214650535222651,-0.818193071592131,-0.88762348630462
1.0,-1.0073102238684257,0.8596687339343254,-0.5551956469439105,-0.9334594426273752,-1.00500243773794,0.16334473598914429,0.3626838543490009,0.04776305297002532,0.8389721224521746
1.0,-1.0073102238684257,-0.710363340686003,-1.0162577758938716,-0.5034589316282003,-0.15119505700482277,-1.0039824095412169,-1.2080965987739214,-0.7241967912084788,-1.5708917730502903
1.0,0.9005603241574541,1.8634247670079815,1.2890528688559322,1.2165431123684987,1.1295160140948532,1.8170581921571558,1.9675108633906657,2.4359535504891396,2.0358092899153633
1.0,-1.0073102238684257,-0.8880207561477287,-1.938382033793793,-1.7934604646257248,-1.00500243773794,-1.4903687201788667,-1.23963547592076,-0.7446188740076102,-1.3964635215020185
1.0,1.445666195021991,1.108743203649852,1.2890528688559322,2.076544134366848,0.7026123237282943,1.5252264057745655,1.0965284348287883,1.277488608440405,1.1509583827082608
1.0,-1.0073102238684257,0.6028991219294972,-0.5551956469439105,-0.5034589316282003,-1.8588098184710573,-0.8094278852861563,-0.957832510929295,-0.47090343449279004,-0.7344629498078847
1.0,-0.7347572884361574,-0.6936068895415428,-0.5551956469439105,-0.5034589316282003,-1.4319061281044985,-0.7121506231586263,-1.1308751240387773,-1.3470351319473448,-0.24182272763322502
1.0,-1.0073102238684257,-1.2926430477183983,-1.0162577758938716,-0.5034589316282003,0.27570863336173573,-1.1985369337962766,-0.9430157247733894,-1.6460361483831274,-0.8731622575150206
1.0,-0.7347572884361574,-0.40841264868184396,-0.5551956469439105,0.35654209037014895,-0.5780987473713813,-0.8094278852861563,-0.4441958212698908,-1.311751071906633,-1.391545158512466
1.0,0.08290151786064826,0.7341905170031426,0.3669286109560108,0.35654209037014895,1.1295160140948532,1.0388400951369152,0.774144152990083,0.7743163678152285,0.9645793613777546
1.0,1.7182191304542596,0.8035862023584834,1.2890528688559322,0.7865426013693235,0.7026123237282943,0.9415628330093846,0.7854814612628974,0.8071688538405846,0.5206489639654985
